id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,,,,,,Row Labels,Count of articleType
26365,Women,Apparel,Topwear,Shirts,White,Summer,2012,NA,Arrow Woman White Shirt,,,,,,,
58511,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Tonga Women White Shirt,,,,,,,
26965,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Jealous 21 Women Check Blue Shirt,,,,,,,
27888,Women,Apparel,Topwear,Shirts,White,Summer,2012,Formal,Scullers for Her Women White Check Shirt,,,,,,,
10404,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Jealous 21 Women Ummi Black Shirt,,,,,,,
20125,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Wrangler Women Flower Purple Shirt,,,,,,,
5111,Women,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,Wrangler Women Ditsy Polka Blue Grey Shirt,,,,,,,
13936,Women,Apparel,Topwear,Shirts,Red,Summer,2011,Casual,United Colors of Benetton Women Printed Red Shirts,,,,,,,
27931,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Jealous 21 Women White Shirt,,,,,,,
33999,Women,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Femella Women Check Grey Shirt,,,,,,,
43226,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,United Colors of Benetton Women Purple Printed Shirt,,,,,,,
20122,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Wrangler Women Yoke Purple Shirt,,,,,,,
44655,Women,Apparel,Topwear,Shirts,Red,Winter,2012,Casual,Lee Women Rebecca Red Shirt,,,,,,,
5129,Women,Apparel,Topwear,Shirts,White,Summer,2011,Casual,Wrangler Women Rose Bouquet White Blue Shirt,,,,,,,
33964,Women,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Femella Women Black Shirt,,,,,,,
48091,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,French Connection Women Blue Shirt,,,,,,,
5127,Women,Apparel,Topwear,Shirts,Red,Summer,2011,Casual,Wrangler Women Holly Checks Shirt,,,,,,,
35263,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Lee Women Beth Purple Check Shirt,,,,,,,
43629,Women,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Vero Moda Women Black Shirt,,,,,,,
35262,Women,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual,Lee Women Arona Grey Striped Shirt,,,,,,,
33996,Women,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual,Femella Women Grey Shirt,,,,,,,
44696,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Wills Lifestyle Women Navy Blue Shirt,,,,,,,
33965,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Femella Women Blue Shirt,,,,,,,
11032,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Jealous 21 Women Check Blue Shirt,,,,,,,
20123,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Wrangler Women Western Yoke Black Shirt,,,,,,,
5128,Women,Apparel,Topwear,Shirts,White,Summer,2011,Casual,Wrangler Women Rose Bouquet White Orange Shirt,,,,,,,
20124,Women,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Wrangler Women Flower Navy Blue Shirt,,,,,,,
11035,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Jealous 21 Women Check Purple Shirt,,,,,,,
14721,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers For Her Women Casual Shirt Purple Shirts,,,,,,,
18749,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Arrow Woman Hallie Red Shirt,,,,,,,
18923,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Levis Women Work Western Red Shirt,,,,,,,
8467,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers For Her Women Scarf Shirt Blue Tops,,,,,,,
41388,Women,Apparel,Topwear,Shirts,Pink,Summer,2012,Casual,Wrangler Women Pink Shirt,,,,,,,
6969,Women,Apparel,Topwear,Shirts,Green,Summer,2011,Casual,s.Oliver Women's Green Blouse Shirt,,,,,,,
16250,Women,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,United Colors of Benetton Women Check Navy Blue Shirts,,,,,,,
18762,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Arrow Woman Aiyanna Black Shirt,,,,,,,
16605,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Women Check Black Shirt,,,,,,,
8473,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Scullers For Her Women Scarf Shirt Purple Tops,,,,,,,
16602,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Women Check Black Shirt,,,,,,,
8474,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers For Her Women Scarf Shirt Black Tops,,,,,,,
29272,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Wrangler Women Purple Shirt,,,,,,,
20139,Women,Apparel,Topwear,Shirts,Brown,Fall,2011,Casual,Wrangler Women Puff Brown Shirt,,,,,,,
2125,Women,Apparel,Topwear,Shirts,White,Winter,2010,Casual,Lee Women White Shirt,,,,,,,
44676,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Wills Lifestyle Women White Shirt,,,,,,,
11019,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Wrangler Women Check Purple Shirt,,,,,,,
20137,Women,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Wrangler Women Roll Up Green Shirt,,,,,,,
39228,Women,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Femella Women Petal Black Shirt,,,,,,,
37948,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Mineral Women Blue Floral Print Shirt,,,,,,,
40670,Women,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual,Lee Women Grey Printed Shirt,,,,,,,
57895,Women,Apparel,Topwear,Shirts,Pink,Fall,2010,Casual,Femella Women Pink Top,,,,,,,
20130,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Wrangler Women Double Blue Shirt,,,,,,,
13527,Women,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Scullers For Her Women Lightwork White Shirts,,,,,,,
16603,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Women Check Black Shirt,,,,,,,
24735,Women,Apparel,Topwear,Shirts,White,Fall,2011,Casual,United Colors of Benetton Women White Shirt,,,,,,,
33543,Women,Apparel,Topwear,Shirts,Red,Summer,2012,Casual,Wrangler Women Bella Red Shirt,,,,,,,
16604,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Scullers Women Check Black Shirt,,,,,,,
8472,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers For Her Women Wow Woven Navy Blue Tops,,,,,,,
34596,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,Tonga Women Navy Lace Shirt,,,,,,,
18763,Women,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Arrow Woman Ariella White Shirt,,,,,,,
18764,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Arrow Woman Ariella Purple Shirt,,,,,,,
20131,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Wrangler Women Double Red Shirt,,,,,,,
9152,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Jealous 21 Women Purple Blue Shirt,,,,,,,
11018,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Wrangler Women Check Red Shirt,,,,,,,
37949,Women,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,Mineral Women Printed Green Shirt,,,,,,,
40671,Women,Apparel,Topwear,Shirts,Pink,Summer,2012,Casual,Lee Women Pink & Navy Blue Check Shirt,,,,,,,
39229,Women,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Femella Women Petal Black Shirt,,,,,,,
20136,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Wrangler Women Roll UP Sleeve Blue Shirt,,,,,,,
29274,Women,Apparel,Topwear,Shirts,Yellow,Summer,2012,Casual,Wrangler Women Stella Yellow Shirt,,,,,,,
10598,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Flying Machine Women HS Blue Denim Shirt,,,,,,,
11475,Women,Apparel,Topwear,Shirts,Orange,Fall,2011,Casual,United Colors of Benetton Women Light Winter Orange Shirts,,,,,,,
20138,Women,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Wrangler Women Puff Navy Blue Shirt,,,,,,,
29273,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Wrangler Women Suzan Blue Shirt,,,,,,,
44670,Women,Apparel,Topwear,Shirts,White,Summer,2012,Smart Casual,Wills Lifestyle Women Eliza White Shirt,,,,,,,
59875,Women,Apparel,Topwear,Shirts,Green,Fall,2012,Casual,Femella Women Green Shirt,,,,,,,
7140,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers For Her Women Light Work Blue Check Shirts,,,,,,,
44702,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Wills Lifestyle Women Blue Shirt,,,,,,,
27895,Women,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,Scullers For Her Check Green Shirt,,,,,,,
27861,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Scullers For Her Women Check Blue Shirt,,,,,,,
27859,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,Scullers For Her Check Navy Blue Shirt,,,,,,,
7147,Women,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Scullers For Her Women Light Work Red Shirts,,,,,,,
27866,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Scullers For Her Striped Purple Shirt,,,,,,,
27892,Women,Apparel,Topwear,Shirts,Black,Summer,2012,Formal,Scullers For Her Black Striped Shirt,,,,,,,
51443,Women,Apparel,Topwear,Shirts,Yellow,Summer,2012,Casual,Myntra Women Yellow Shirt,,,,,,,
51444,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,Myntra Women Light Blue Shirt,,,,,,,
27266,Women,Apparel,Topwear,Shirts,Yellow,Summer,2012,Casual,Arrow Woman Light Yellow Striped Shirt,,,,,,,
27868,Women,Apparel,Topwear,Shirts,White,Fall,2012,Smart Casual,Scullers For Her Women White Striped Shirt,,,,,,,
27857,Women,Apparel,Topwear,Shirts,Red,Summer,2012,Casual,Scullers For Her Check Red Shirt,,,,,,,
7149,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers For Her Women Rivited Indigo Check Blue Shirt,,,,,,,
18888,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Arrow Woman Sylvia Purple Shirt,,,,,,,
18886,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,Arrow Woman Simona Purple Shirt,,,,,,,
13452,Women,Apparel,Topwear,Shirts,Green,Summer,2011,Casual,United Colors of Benetton Women Check Green Shirts,,,,,,,
21138,Women,Apparel,Topwear,Shirts,White,Fall,2011,Casual,s.Oliver Women White Printed Shirt,,,,,,,
18881,Women,Apparel,Topwear,Shirts,White,Fall,2011,Casual,Arrow Woman Lana White Shirt,,,,,,,
27869,Women,Apparel,Topwear,Shirts,White,Fall,2012,Smart Casual,Scullers For Her Women Black and White Striped Shirt,,,,,,,
57110,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Elle Women Blue Shirt,,,,,,,
21164,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,s.Oliver Women Check Blue Shirt,,,,,,,
27856,Women,Apparel,Topwear,Shirts,Red,Summer,2012,Casual,Scullers For Her Check Red Shirt,,,,,,,
57128,Women,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual,Elle Women Grey Retro Top,,,,,,,
21155,Women,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,s.Oliver Women Green Check Shirt,,,,,,,
26370,Women,Apparel,Topwear,Shirts,Black,Summer,2012,NA,Arrow Woman Striped Black Shirt,,,,,,,
27858,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Scullers For Her Check Purple Shirt,,,,,,,
27893,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Scullers For Her Check Blue Shirt,,,,,,,
27867,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Scullers For Her Striped Blue Shirt,,,,,,,
59874,Women,Apparel,Topwear,Shirts,Green,Fall,2012,Casual,Femella Women Green Check Shirt,,,,,,,
27860,Women,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Scullers For Her Women Check Blue Shirt,,,,,,,
27894,Women,Apparel,Topwear,Shirts,Maroon,Summer,2012,Casual,Scullers For Her Check Maroon Shirt,,,,,,,
18880,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Formal,Arrow Woman Kenzie Purple Shirt,,,,,,,
18887,Women,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Arrow Woman Simona Navy Blue Shirt,,,,,,,
54993,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual,Femella Women White Printed Shirt,,,,,,,
19736,Women,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,United Colors of Benetton Women Solid Black Shirt,,,,,,,
18889,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Arrow Woman Sylvia Blue Shirt,,,,,,,
34693,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,Allen Solly Kids Girls Poplin Pink Shorts,,,,,,,
41007,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012,Casual,Gini and Jony Girls Woven Navy Blue Shorts,,,,,,,
41000,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Gini and Jony Girls Woven Blue Shorts,,,,,,,
39328,Girls,Apparel,Bottomwear,Shorts,Green,Summer,2012,Casual,Gini and Jony Girls Green Shorts,,,,,,,
39329,Girls,Apparel,Bottomwear,Shorts,Green,Summer,2012,Casual,Gini and Jony Girls Green Shorts,,,,,,,
41001,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Gini and Jony  Girls Woven Blue Shorts,,,,,,,
41006,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012,Casual,Gini and Jony Girls Woven Navy Blue Shorts,,,,,,,
34118,Girls,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Doodle Girls Washed Black Shorts,,,,,,,
39830,Girls,Apparel,Bottomwear,Shorts,Purple,Summer,2012,Casual,Gini and Jony Girls Core Purple Shorts,,,,,,,
35436,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Doodle Girls Washed Blue Shorts,,,,,,,
34117,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Doodle Girls Washed Blue Shorts,,,,,,,
36215,Girls,Apparel,Bottomwear,Shorts,Purple,Summer,2012,Casual,Gini and Jony Girls Core Purple Shorts,,,,,,,
35437,Girls,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Doodle Girls Washed Black Shorts,,,,,,,
39831,Girls,Apparel,Bottomwear,Shorts,Magenta,Summer,2012,Casual,Gini and Jony Girls Core Magenta Shorts,,,,,,,
38767,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,Gini and Jony Girls Pink Shorts,,,,,,,
37582,Girls,Apparel,Bottomwear,Shorts,White,Summer,2012,Casual,Madagascar3 Girls White Shorts,,,,,,,
38905,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,Allen Solly Kids Girls Poplin Pink Shorts,,,,,,,
38766,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,Gini and Jony Girls Pink Shorts,,,,,,,
16806,Girls,Apparel,Bottomwear,Shorts,White,Fall,2011,Casual,ANT Kids Girls Solid White Short,,,,,,,
39323,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Gini and Jony Girls Blue Shorts,,,,,,,
39324,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Gini and Jony Girls Blue Shorts,,,,,,,
37560,Girls,Apparel,Bottomwear,Shorts,White,Summer,2012,Casual,Madagascar3 Girls White Shorts,,,,,,,
37558,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,Madagascar3 Girls Pink Shorts,,,,,,,
36217,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,Gini Jony Girls Pink Shorts,,,,,,,
37559,Girls,Apparel,Bottomwear,Shorts,Green,Summer,2012,Casual,Madagascar3 Girls Green Shorts,,,,,,,
36216,Girls,Apparel,Bottomwear,Shorts,Magenta,Summer,2012,Casual,Gini and Jony Girls Core Magenta Shorts,,,,,,,
24992,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,United Colors of Benetton Kids Girls Pink Shorts,,,,,,,
37581,Girls,Apparel,Bottomwear,Shorts,Green,Summer,2012,Casual,Madagascar 3 Girls Light Green Shorts,,,,,,,
38502,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012,Casual,Gini and Jony Girls Woven Navy Blue Shorts,,,,,,,
16803,Girls,Apparel,Bottomwear,Shorts,Beige,Fall,2011,Casual,ANT Kids Girls Solid Beige Short,,,,,,,
37580,Girls,Apparel,Bottomwear,Shorts,Pink,Winter,2012,Casual,Madagascar 3 Girls Pink Shorts,,,,,,,
38503,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Gini and Jony Girls Woven Blue Shorts,,,,,,,
24993,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012,Casual,United Colors of Benetton Kids Girls Navy Blue Shorts,,,,,,,
33267,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Gini and Jony Girls Blue Shorts,,,,,,,
13258,Girls,Apparel,Bottomwear,Shorts,Purple,Fall,2011,Casual,Gini and Jony Girls Purple Shorts,,,,,,,
33268,Girls,Apparel,Bottomwear,Shorts,Green,Summer,2012,Casual,Gini and Jony Girls Green Shorts,,,,,,,
15341,Women,Apparel,Bottomwear,Shorts,Pink,Fall,2011,Sports,Nike Women Solid Pink Shorts,,,,,,,
32903,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012,Casual,Allen Solly Women Red Shorts,,,,,,,
27426,Women,Apparel,Bottomwear,Shorts,Grey Melange,Winter,2015,Casual,Jockey Women Grey Melange Shorts,,,,,,,
32590,Women,Apparel,Bottomwear,Shorts,Brown,Summer,2012,Casual,ONLY Women Brown Shorts,,,,,,,
28460,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Sports,Urban Yoga Women Pink Shorts,,,,,,,
27027,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Jealous 21 Women Blue Shorts,,,,,,,
5003,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Casual,Gini and Jony Girl's Arella Blue Kidswear,,,,,,,
10660,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Casual,Doodle Girl Hot shorts ice wash Blue Shorts,,,,,,,
4980,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Casual,Palm Tree Girl's Benita Blue Kidswear,,,,,,,
10052,Women,Apparel,Bottomwear,Shorts,Black,Fall,2011,Casual,Puma Women Trunk Black Shorts,,,,,,,
28459,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2012,Sports,Urban Yoga Women Purple Shorts,,,,,,,
4989,Women,Apparel,Bottomwear,Shorts,Green,Summer,2011,Casual,Gini and Jony Girl's Fenil Bright Green Kidswear,,,,,,,
15340,Women,Apparel,Bottomwear,Shorts,Black,Fall,2011,Sports,Nike Women Solid Black Shorts,,,,,,,
10661,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2011,Casual,Doodle Girl Hot  Ice Wash Blue Shorts,,,,,,,
5002,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2011,Casual,Gini and Jony Girl's Jolene Pink Kidswear,,,,,,,
27026,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Jealous 21 Women Blue Cropped Denim Shorts,,,,,,,
1981,Women,Apparel,Bottomwear,Shorts,Green,Fall,2010,Casual,Puma Women's Island Green Shorts,,,,,,,
57215,Women,Apparel,Bottomwear,Shorts,Beige,Fall,2012,Casual,Kraus Jeans Women Beige Shorts,,,,,,,
5788,Women,Apparel,Bottomwear,Shorts,White,Summer,2011,Casual,Jealous 21 Women's Checkered Pink White Short,,,,,,,
33509,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,Doodle Kids Girl Check Pink Shorts,,,,,,,
57214,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2012,Casual,Kraus Jeans Women Blue Shorts,,,,,,,
21431,Women,Apparel,Bottomwear,Shorts,White,Winter,2012,Casual,Roxy Women White Shorts,,,,,,,
5773,Women,Apparel,Bottomwear,Shorts,Black,Summer,2011,Casual,Jealous 21 Women's Black Short,,,,,,,
5789,Women,Apparel,Bottomwear,Shorts,White,Summer,2011,Casual,Jealous 21 Women's Blue White Checkered Short,,,,,,,
57896,Women,Apparel,Bottomwear,Shorts,Off White,Summer,2012,Casual,Femella Women Off White Shorts,,,,,,,
57095,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Elle Women Black Culottes,,,,,,,
2574,Women,Apparel,Bottomwear,Shorts,Grey,Summer,2011,Casual,Domyos Women's Grey Short,,,,,,,
7491,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2011,Sports,"Nike Women's EM Tempo 3.5"" Pink Short",,,,,,,
41159,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Allen Solly Woman Black Shorts,,,,,,,
57093,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Elle Women Blue Shorts,,,,,,,
7497,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2011,Sports,"Nike Women's EM Tempo 3.5"" Purple Short",,,,,,,
57094,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Elle Women Greyish Blue Culottes,,,,,,,
5761,Women,Apparel,Bottomwear,Shorts,White,Summer,2011,Casual,Jealous 21 Women's Pink Shorts,,,,,,,
43310,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,United Colors of Benetton Womens Pink Shorts,,,,,,,
26986,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2012,Casual,Jealous 21 Women Purple Shorts,,,,,,,
43916,Women,Apparel,Bottomwear,Shorts,Yellow,Summer,2012,Casual,Femella Women Yellow Shorts,,,,,,,
15339,Women,Apparel,Bottomwear,Shorts,Grey,Fall,2011,Sports,Nike Women Solid Grey Shorts,,,,,,,
26987,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Jealous 21 Women Black Shorts,,,,,,,
30636,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Sports,Nike Women Printed Tempo Blue Shorts,,,,,,,
30638,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012,Sports,Nike Women Tempo Black Shorts,,,,,,,
26990,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Jealous 21 Women Washed Blue Shorts,,,,,,,
28463,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012,Sports,Urban Yoga Women Black Shorts,,,,,,,
48111,Women,Apparel,Bottomwear,Shorts,Brown,Summer,2012,Casual,French Connection Women Light Brown Shorts,,,,,,,
30639,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2012,Sports,Nike Women Tempo Purple Shorts,,,,,,,
43309,Women,Apparel,Bottomwear,Shorts,White,Fall,2012,Casual,United Colors of Benetton Women's White Washed Shorts,,,,,,,
30637,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012,Sports,Nike Women Printed Tempo Red Shorts,,,,,,,
48110,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012,Casual,French Connection Women Red Shorts,,,,,,,
21434,Women,Apparel,Bottomwear,Shorts,Blue,Winter,2012,Casual,roxy Women Beach Brights Blue Short,,,,,,,
57216,Women,Apparel,Bottomwear,Shorts,Brown,Fall,2012,Casual,Kraus Jeans Women Brown Shorts,,,,,,,
1982,Women,Apparel,Bottomwear,Shorts,Purple,Fall,2010,Casual,Puma Women's Island Shorts Purple,,,,,,,
31231,Women,Apparel,Bottomwear,Shorts,Black,Winter,2013,Sports,Puma Women Black Shorts,,,,,,,
21433,Women,Apparel,Bottomwear,Shorts,Blue,Winter,2012,Casual,Roxy Women Beach Brights Blue Shorts,,,,,,,
58491,Women,Apparel,Bottomwear,Shorts,Olive,Fall,2012,Casual,Tonga Women Olive Shorts,,,,,,,
41154,Women,Apparel,Bottomwear,Shorts,Sea Green,Summer,2012,Casual,Allen Solly Woman Light Blue  Shorts,,,,,,,
6525,Women,Apparel,Bottomwear,Shorts,Yellow,Summer,2011,Sports,Nike Women's Tempo yellow Short,,,,,,,
2579,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Sports,Domyos Women's Blue Short,,,,,,,
43657,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2012,Casual,ONLY Women Purple Shorts,,,,,,,
6524,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Sports,Nike Women's Tempo Blue Short,,,,,,,
43656,Women,Apparel,Bottomwear,Shorts,Orange,Summer,2012,Casual,ONLY Women Orange Shorts,,,,,,,
5762,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Casual,Jealous 21 Women's White Blue Shorts,,,,,,,
4990,Women,Apparel,Bottomwear,Shorts,White,Summer,2011,Casual,Gini and Jony Girl's Scotia White Purple Kidswear,,,,,,,
32588,Women,Apparel,Bottomwear,Shorts,Brown,Summer,2012,Casual,Only Women Brown Shorts,,,,,,,
26985,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,Jealous 21 Women Pink Shorts,,,,,,,
27232,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Casual,Doodle Kids Girl Check Pink Shorts,,,,,,,
43914,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Femella Women Blue Shorts,,,,,,,
32587,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Only  Women Black Shorts,,,,,,,
26984,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Jealous 21 Women Blue Shorts,,,,,,,
32589,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Only  Women Black Shorts,,,,,,,
43915,Women,Apparel,Bottomwear,Shorts,Cream,Summer,2012,Casual,Femella Women Cream Shorts,,,,,,,
33271,Girls,Apparel,Bottomwear,Skirts,Red,Summer,2012,Casual,Gini and Jony Girls Red Skirt,,,,,,,
46813,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012,Casual,Gini and Jony Girls Pink Skirt,,,,,,,
46814,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012,Casual,Gini and Jony Girls Pink Skirt,,,,,,,
29171,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2012,Casual,United Colors of Benetton Kids Girls Washed Blue Skirt,,,,,,,
3901,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2011,Casual,Disney Kids Girl's Pooh Denim Blue Skirt,,,,,,,
33270,Girls,Apparel,Bottomwear,Skirts,White,Summer,2012,Casual,Gini & Jony Girls White Skirt,,,,,,,
42290,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012,Casual,Gini and Jony Girls Pink Skirt,,,,,,,
41003,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2012,Casual,Gini and Jony Girls Woven Blue Skirt,,,,,,,
